STATE,CITY,natural_disaster_score
NEW JERSEY,Greenwich,10
NEW JERSEY,Grenloch,6
NEW JERSEY,Griggstown,8
NEW JERSEY,Groveville,10
NEW JERSEY,Guttenberg,12
NEW JERSEY,Hackensack,8
NEW JERSEY,Hackettstown,11
NEW JERSEY,Haddon Heights,10
NEW JERSEY,Haddonfield,10
NEW JERSEY,Hainesburg,6
NEW JERSEY,Haledon,7
NEW JERSEY,Hamburg,11
NEW JERSEY,Hamilton Square,11
NEW JERSEY,Hammonton,10
NEW JERSEY,Hampton,10
NEW JERSEY,Hancocks Bridge,6
NEW JERSEY,Harlingen,7
NEW JERSEY,Harmony,11
NEW JERSEY,Harrington Park,12
NEW JERSEY,Harrison,9
NEW JERSEY,Harrisonville,9
NEW JERSEY,Harvey Cedars,7
NEW JERSEY,Hasbrouck Heights,8
NEW JERSEY,Haworth,6
NEW JERSEY,Hawthorne,7
NEW JERSEY,Heathcote,9
NEW JERSEY,Heislerville,10
NEW JERSEY,Helmetta,9
NEW JERSEY,Hewitt,10
NEW JERSEY,Hibernia,6
NEW JERSEY,High Bridge,10
NEW JERSEY,Highland Lake,7
NEW JERSEY,Highland Lakes,10
NEW JERSEY,Highland Park,8
NEW JERSEY,Highlands,7
NEW JERSEY,Hightstown,6
NEW JERSEY,Highway-Nella,7
NEW JERSEY,Hillsborough,8
NEW JERSEY,Hillsdale,6
NEW JERSEY,Ho-Ho-Kus,9
NEW JERSEY,Hoboken,8
NEW JERSEY,Holiday City South,6
NEW JERSEY,Holiday City-Berkeley,12
NEW JERSEY,Holiday Heights,10
NEW JERSEY,Hopatcong,7
NEW JERSEY,Hope,6
NEW JERSEY,Hopelawn,7
NEW JERSEY,Hopewell,10
NEW JERSEY,Hutchinson,6
NEW JERSEY,Interlaken,9
NEW JERSEY,Iselin,12
NEW JERSEY,Island Heights,12
NEW JERSEY,Jamesburg,8
NEW JERSEY,Jersey City,6
NEW JERSEY,Jobstown,10
NEW JERSEY,Johnsonburg,6
NEW JERSEY,Juliustown,7
NEW JERSEY,Kean University,11
NEW JERSEY,Keansburg,6
NEW JERSEY,Kearny,12
NEW JERSEY,Keasbey,12
NEW JERSEY,Kendall Park,12
NEW JERSEY,Kenilworth,9
NEW JERSEY,Kenvil,6
NEW JERSEY,Keyport,8
NEW JERSEY,Kingston,6
NEW JERSEY,Kingston Estates,11
NEW JERSEY,Kinnelon,12
NEW JERSEY,Lake Como,7
NEW JERSEY,Lake Hiawatha,12
NEW JERSEY,Lake Hopatcong,6
NEW JERSEY,Lake Mohawk,9
NEW JERSEY,Lake Telemark,10
NEW JERSEY,Lakehurst,6
NEW JERSEY,Lakeside-Beebe Run,6
NEW JERSEY,Lakewood,8
NEW JERSEY,Lambertville,9
NEW JERSEY,Lamington,11
NEW JERSEY,Landing,10
NEW JERSEY,Laurel Heights,12
NEW JERSEY,Laurel Lake,7
NEW JERSEY,Laurel Springs,6
NEW JERSEY,Laurence Harbor,11
NEW JERSEY,Lavallette,10
NEW JERSEY,Lawnside,7
NEW JERSEY,Lawrenceville,11
NEW JERSEY,Layton,9
NEW JERSEY,Lebanon,9
NEW JERSEY,Ledgewood,10
NEW JERSEY,Leeds Point,12
NEW JERSEY,Leesburg,7
NEW JERSEY,Leisure Knoll,9
NEW JERSEY,Leisure Village,10
NEW JERSEY,Leisure Village East,9
NEW JERSEY,Leisure Village West,9
NEW JERSEY,Leisuretowne,11
NEW JERSEY,Leonardo,11
NEW JERSEY,Leonia,9
NEW JERSEY,Liberty Corner,8
NEW JERSEY,Lincoln Park,11
NEW JERSEY,Lincroft,7
NEW JERSEY,Linden,10
NEW JERSEY,Lindenwold,10
NEW JERSEY,Linwood,12
NEW JERSEY,Little Ferry,7
NEW JERSEY,Little Silver,7
NEW JERSEY,Llewellyn Park,7
NEW JERSEY,Loch Arbour,12
NEW JERSEY,Lodi,7
NEW JERSEY,Long Branch,6
NEW JERSEY,Long Valley,12
NEW JERSEY,Longport,10
NEW JERSEY,Lopatcong Overlook,6
NEW JERSEY,Lower Berkshire Valley,12
NEW JERSEY,Lyons,9
NEW JERSEY,Macopin,9
NEW JERSEY,Madison,10
NEW JERSEY,Madison Park,9
NEW JERSEY,Magnolia,7
NEW JERSEY,Malaga,12
NEW JERSEY,Manahawkin,6
NEW JERSEY,Manasquan,7
NEW JERSEY,Mantoloking,9
NEW JERSEY,Manville,11
NEW JERSEY,Margate City,6
NEW JERSEY,Marksboro,7
NEW JERSEY,Marlboro,12
NEW JERSEY,Marlton,10
NEW JERSEY,Marmora,7
NEW JERSEY,Marshallville,11
NEW JERSEY,Martinsville,9
NEW JERSEY,Matawan,6
NEW JERSEY,Mauricetown,10
NEW JERSEY,Mays Landing,6
NEW JERSEY,Maywood,10
NEW JERSEY,Mcguire Afb,12
NEW JERSEY,Mckee City,6
NEW JERSEY,Medford Lakes,9
NEW JERSEY,Mendham,12
NEW JERSEY,Menlo Park Terrace,12
NEW JERSEY,Mercerville,10
NEW JERSEY,Merchantville,8
NEW JERSEY,Metuchen,6
NEW JERSEY,Mickleton,6
NEW JERSEY,Middlebush,7
NEW JERSEY,Middlesex,10
NEW JERSEY,Midland Park,11
NEW JERSEY,Milford,8
NEW JERSEY,Millington,9
NEW JERSEY,Millstone,7
NEW JERSEY,Milltown,8
NEW JERSEY,Millville,10
NEW JERSEY,Milmay,8
NEW JERSEY,Mizpah,12
NEW JERSEY,Money Island,6
NEW JERSEY,Monmouth Beach,12
NEW JERSEY,Monmouth Junction,6
NEW JERSEY,Monroe Manor,7
NEW JERSEY,Montclair,10
NEW JERSEY,Montvale,10
NEW JERSEY,Montville,8
NEW JERSEY,Moonachie,7
NEW JERSEY,Moorestown-Lenola,10
NEW JERSEY,Morganville,11
NEW JERSEY,Morris Plains,11
NEW JERSEY,Morristown,12
NEW JERSEY,Mount Arlington,6
NEW JERSEY,Mount Ephraim,8
NEW JERSEY,Mount Hermon,9
NEW JERSEY,Mount Hope,6
NEW JERSEY,Mount Royal,7
NEW JERSEY,Mount Tabor,10
NEW JERSEY,Mountain Lake,6
NEW JERSEY,Mountain Lakes,9
NEW JERSEY,Mountainside,9
NEW JERSEY,Mullica Hill,11
NEW JERSEY,Mystic Island,7
NEW JERSEY,National Park,6
NEW JERSEY,Navesink,8
NEW JERSEY,Neptune City,6
NEW JERSEY,Nesco,11
NEW JERSEY,Neshanic,12
NEW JERSEY,Neshanic Station,9
NEW JERSEY,Netcong,7
NEW JERSEY,New Brunswick,7
NEW JERSEY,New Egypt,8
NEW JERSEY,New Gretna,7
NEW JERSEY,New Milford,11
NEW JERSEY,New Providence,11
NEW JERSEY,New Vernon,11
NEW JERSEY,New Village,7
NEW JERSEY,Newark,7
NEW JERSEY,Newfield,11
NEW JERSEY,Newfoundland,7
NEW JERSEY,Newport,7
NEW JERSEY,Newton,9
NEW JERSEY,Newtonville,6
NEW JERSEY,North Arlington,10
NEW JERSEY,North Beach Haven,7
NEW JERSEY,North Bergen,10
NEW JERSEY,North Caldwell,12
NEW JERSEY,North Cape May,10
NEW JERSEY,North Haledon,9
NEW JERSEY,North Middletown,7
NEW JERSEY,North Plainfield,11
NEW JERSEY,North Wildwood,10
NEW JERSEY,Northfield,7
NEW JERSEY,Northvale,8
NEW JERSEY,Norwood,12
NEW JERSEY,Nutley,11
NEW JERSEY,Oak Ridge,8
NEW JERSEY,Oak Valley,8
NEW JERSEY,Oakhurst,10
NEW JERSEY,Oakland,8
NEW JERSEY,Oaklyn,9
NEW JERSEY,Ocean Acres,9
NEW JERSEY,Ocean City,10
NEW JERSEY,Ocean Gate,7
NEW JERSEY,Ocean Grove,6
NEW JERSEY,Ocean View,7
NEW JERSEY,Oceanport,7
NEW JERSEY,Oceanville,7
NEW JERSEY,Ogdensburg,7
NEW JERSEY,Old Bridge,11
NEW JERSEY,Old Tappan,6
NEW JERSEY,Oldwick,11
NEW JERSEY,Olivet,8
NEW JERSEY,Oradell,12
NEW JERSEY,Othello,7
NEW JERSEY,Oxford,12
NEW JERSEY,Packanack Lake,9
NEW JERSEY,Palermo,10
NEW JERSEY,Palisades Park,10
NEW JERSEY,Palmyra,11
NEW JERSEY,Panther Valley,11
NEW JERSEY,Paramus,9
NEW JERSEY,Park Ridge,7
NEW JERSEY,Parsippany,12
NEW JERSEY,Passaic,12
NEW JERSEY,Paterson,6
NEW JERSEY,Paulsboro,8
NEW JERSEY,Peapack & Gladstone,10
NEW JERSEY,Pedricktown,8
NEW JERSEY,Pemberton,6
NEW JERSEY,Pemberton Heights,11
NEW JERSEY,Pennington,12
NEW JERSEY,Penns Grove,10
NEW JERSEY,Pennsauken,8
NEW JERSEY,Pennsville,11
NEW JERSEY,Perth Amboy,6
NEW JERSEY,Phillipsburg,8
NEW JERSEY,Pine Beach,12
NEW JERSEY,Pine Brook,7
NEW JERSEY,Pine Hill,11
NEW JERSEY,Pine Lake Park,6
NEW JERSEY,Pine Ridge At Crestwood,8
NEW JERSEY,Pines Lake,12
NEW JERSEY,Pitman,7
NEW JERSEY,Plainfield,7
NEW JERSEY,Plainsboro Center,6
NEW JERSEY,Pleasant Plains,9
NEW JERSEY,Pleasantdale,12
NEW JERSEY,Pleasantville,12
NEW JERSEY,Pluckemin,10
NEW JERSEY,Point Pleasant,6
NEW JERSEY,Point Pleasant Beach,7
NEW JERSEY,Pomona,7
NEW JERSEY,Pompton Lakes,6
NEW JERSEY,Pompton Plains,9
NEW JERSEY,Port Colden,10
NEW JERSEY,Port Elizabeth,8
NEW JERSEY,Port Monmouth,6
NEW JERSEY,Port Morris,10
NEW JERSEY,Port Murray,12
NEW JERSEY,Port Norris,10
NEW JERSEY,Port Reading,11
NEW JERSEY,Port Republic,7
NEW JERSEY,Pottersville,8
NEW JERSEY,Preakness,6
NEW JERSEY,Presidential Lakes Estates,7
NEW JERSEY,Princeton,11
NEW JERSEY,Princeton Junction,11
NEW JERSEY,Princeton Meadows,7
NEW JERSEY,Prospect Park,9
NEW JERSEY,Quinton,10
NEW JERSEY,Rahway,6
NEW JERSEY,Rainbow Lakes,6
NEW JERSEY,Ramapo College Of New Jersey,6
NEW JERSEY,Ramblewood,7
NEW JERSEY,Ramsey,12
NEW JERSEY,Ramtown,9
NEW JERSEY,Raritan,8
NEW JERSEY,Red Bank,11
NEW JERSEY,Regency At Monroe,7
NEW JERSEY,Renaissance At Monroe,12
NEW JERSEY,Richland,8
NEW JERSEY,Richwood,11
NEW JERSEY,Ridgefield,11
NEW JERSEY,Ridgefield Park,9
NEW JERSEY,Ridgewood,10
NEW JERSEY,Ringoes,6
NEW JERSEY,Ringwood,8
NEW JERSEY,Rio Grande,7
NEW JERSEY,River Edge,8
NEW JERSEY,Riverdale,10
NEW JERSEY,Riverton,6
NEW JERSEY,Roadstown,8
NEW JERSEY,Robbinsville,10
NEW JERSEY,Robbinsville Center,7
NEW JERSEY,Robertsville,9
NEW JERSEY,Rockaway,12
NEW JERSEY,Rockleigh,11
NEW JERSEY,Rocky Hill,7
NEW JERSEY,Roebling,6
NEW JERSEY,Roosevelt,11
NEW JERSEY,Roseland,12
NEW JERSEY,Roselle,7
NEW JERSEY,Roselle Park,7
NEW JERSEY,Rosenhayn,7
NEW JERSEY,Ross Corner,7
NEW JERSEY,Rossmoor,11
NEW JERSEY,Rumson,6
NEW JERSEY,Runnemede,12
NEW JERSEY,Rutgers University-Busch Campus,10
NEW JERSEY,Rutherford,8
NEW JERSEY,Saddle Brook Township,9
NEW JERSEY,Saddle River,12
NEW JERSEY,Salem,8
NEW JERSEY,Sayreville,8
NEW JERSEY,Sea Bright,9
NEW JERSEY,Sea Girt,12
NEW JERSEY,Sea Isle City,11
NEW JERSEY,Seabrook Farms,6
NEW JERSEY,Seaside Heights,9
NEW JERSEY,Seaside Park,6
NEW JERSEY,Seaville,11
NEW JERSEY,Secaucus,8
NEW JERSEY,Seeley,6
NEW JERSEY,Sewaren,11
NEW JERSEY,Sewell,11
NEW JERSEY,Shark River Hills,10
NEW JERSEY,Sheppards Mill,9
NEW JERSEY,Shiloh,10
NEW JERSEY,Ship Bottom,8
NEW JERSEY,Short Hills,9
NEW JERSEY,Shrewsbury,8
NEW JERSEY,Sicklerville,10
NEW JERSEY,Silver Lake,12
NEW JERSEY,Silver Ridge,11
NEW JERSEY,Singac,8
NEW JERSEY,Six Mile Run,9
NEW JERSEY,Skillman,9
NEW JERSEY,Smithville,8
NEW JERSEY,Society Hill,9
NEW JERSEY,Somerdale,11
NEW JERSEY,Somers Point,12
NEW JERSEY,Somerset,11
NEW JERSEY,Somerville,9
NEW JERSEY,South Amboy,8
NEW JERSEY,South Bound Brook,10
NEW JERSEY,South Dennis,9
NEW JERSEY,South Plainfield,9
NEW JERSEY,South River,9
NEW JERSEY,South Seaville,9
NEW JERSEY,South Toms River,8
NEW JERSEY,Spotswood,10
NEW JERSEY,Spring Lake,10
NEW JERSEY,Spring Lake Heights,6
NEW JERSEY,Springdale,9
NEW JERSEY,Springfield,9
NEW JERSEY,Stanhope,6
NEW JERSEY,Stewartsville,10
NEW JERSEY,Stirling,7
NEW JERSEY,Stockton,11
NEW JERSEY,Stone Harbor,7
NEW JERSEY,Stonebridge,10
NEW JERSEY,Stratford,12
NEW JERSEY,Strathmere,9
NEW JERSEY,Strathmore,7
NEW JERSEY,Succasunna,8
NEW JERSEY,Summit,8
NEW JERSEY,Sunset Lake,6
NEW JERSEY,Surf City,10
NEW JERSEY,Sussex,10
NEW JERSEY,Swedesboro,7
NEW JERSEY,Sweetwater,9
NEW JERSEY,Tavistock,10
NEW JERSEY,Ten Mile Run,7
NEW JERSEY,Tenafly,7
NEW JERSEY,The Hills,11
NEW JERSEY,The Ponds,11
NEW JERSEY,Thorofare,10
NEW JERSEY,Three Bridges,7
NEW JERSEY,Tinton Falls,6
NEW JERSEY,Titusville,6
NEW JERSEY,Toms River,11
NEW JERSEY,Totowa,10
NEW JERSEY,Towaco,9
NEW JERSEY,Trenton,12
NEW JERSEY,Troy Hills,6
NEW JERSEY,Tuckahoe,6
NEW JERSEY,Tuckerton,11
NEW JERSEY,Turnersville,11
NEW JERSEY,Twin Rivers,10
NEW JERSEY,Union,11
NEW JERSEY,Union Beach,8
NEW JERSEY,Union City,12
NEW JERSEY,Upper Greenwood Lake,7
NEW JERSEY,Upper Montclair,6
NEW JERSEY,Upper Pohatcong,8
NEW JERSEY,Upper Saddle River,9
NEW JERSEY,Upper Stewartsville,8
NEW JERSEY,Vauxhall,10
NEW JERSEY,Ventnor City,9
NEW JERSEY,Vernon Center,9
NEW JERSEY,Vernon Valley,11
NEW JERSEY,Victory Gardens,8
NEW JERSEY,Victory Lakes,10
NEW JERSEY,Vienna,6
NEW JERSEY,Villas,12
NEW JERSEY,Vincentown,11
NEW JERSEY,Vineland,8
NEW JERSEY,Vista Center,6
NEW JERSEY,Voorhees,8
NEW JERSEY,Waldwick,11
NEW JERSEY,Wallington,6
NEW JERSEY,Wanamassa,11
NEW JERSEY,Wanaque,8
NEW JERSEY,Waretown,9
NEW JERSEY,Warren,12
NEW JERSEY,Washington,7
NEW JERSEY,Washington Crossing,12
NEW JERSEY,Watchung,9
NEW JERSEY,Watsessing,11
NEW JERSEY,Wenonah,12
NEW JERSEY,West Belmar,11
NEW JERSEY,West Berlin,11
NEW JERSEY,West Caldwell,6
NEW JERSEY,West Cape May,10
NEW JERSEY,West Freehold,11
NEW JERSEY,West Long Branch,12
NEW JERSEY,West New York,12
NEW JERSEY,West Park,12
NEW JERSEY,West Wildwood,9
NEW JERSEY,Westfield,7
NEW JERSEY,Westmont,11
NEW JERSEY,Weston,11
NEW JERSEY,Westville,11
NEW JERSEY,Westwood,6
NEW JERSEY,Wharton,11
NEW JERSEY,Whippany,9
NEW JERSEY,White Horse,8
NEW JERSEY,White House Station,10
NEW JERSEY,White Meadow Lake,12
NEW JERSEY,Whitesboro,11
NEW JERSEY,Whittingham,6
NEW JERSEY,Wildwood,9
NEW JERSEY,Wildwood Crest,11
NEW JERSEY,Williamstown,6
NEW JERSEY,Windsor,8
NEW JERSEY,Wood-Ridge,7
NEW JERSEY,Woodbine,11
NEW JERSEY,Woodbridge,9
NEW JERSEY,Woodbury,6
NEW JERSEY,Woodbury Heights,6
NEW JERSEY,Woodcliff Lake,11
NEW JERSEY,Woodland Park,6
NEW JERSEY,Woodlynne,7
NEW JERSEY,Woodstown,6
NEW JERSEY,Wrightstown,12
NEW JERSEY,Yardville,10
NEW JERSEY,Yorketown,12
NEW MEXICO,Abiquiu,11
NEW MEXICO,Agua Fria,7
NEW MEXICO,Alamogordo,12
NEW MEXICO,Alcalde,11
NEW MEXICO,Angustura,10
NEW MEXICO,Anthony,11
NEW MEXICO,Arenas Valley,13
NEW MEXICO,Arroyo Hondo,7
NEW MEXICO,Arroyo Seco,12
NEW MEXICO,Artesia,9
NEW MEXICO,Atoka,12
NEW MEXICO,Aztec,12
NEW MEXICO,Bayard,12
NEW MEXICO,Bent,10
NEW MEXICO,Berino,8
NEW MEXICO,Bibo,13
NEW MEXICO,Blanco,7
NEW MEXICO,Bloomfield,8
NEW MEXICO,Bluewater,9
NEW MEXICO,Bluewater Acres,8
NEW MEXICO,Bluewater Village,7
NEW MEXICO,Boles Acres,13
NEW MEXICO,Broadview,13
NEW MEXICO,Buckhorn,7
NEW MEXICO,Butterfield Park,9
NEW MEXICO,Candy Kitchen,7
NEW MEXICO,Canova,9
NEW MEXICO,Capitan,9
NEW MEXICO,Carlsbad,7
NEW MEXICO,Carrizozo,11
NEW MEXICO,Casas Adobes,13
NEW MEXICO,Catalpa Canyon,9
NEW MEXICO,Causey,7
NEW MEXICO,Cañada De Los Alamos,11
NEW MEXICO,Cañoncito,13
NEW MEXICO,Cañones,9
NEW MEXICO,Cedar Grove,13
NEW MEXICO,Cedar Hill,11
NEW MEXICO,Center Point,13
NEW MEXICO,Chama,10
NEW MEXICO,Chamberino,12
NEW MEXICO,Chamisal,10
NEW MEXICO,Chamita,11
NEW MEXICO,Chaparral,9
NEW MEXICO,Chili,7
NEW MEXICO,Chimayo,8
NEW MEXICO,Chupadero,7
NEW MEXICO,Church Rock,13
NEW MEXICO,Cliff,8
NEW MEXICO,Cloudcroft,8
NEW MEXICO,Clovis,13
NEW MEXICO,Columbus,13
NEW MEXICO,Conchas Dam,9
NEW MEXICO,Conejo,11
NEW MEXICO,Continental Divide,7
NEW MEXICO,Cordova,11
NEW MEXICO,Corona,10
NEW MEXICO,Coyote,9
NEW MEXICO,Crestview,9
NEW MEXICO,Crouch Mesa,10
NEW MEXICO,Cuartelez,7
NEW MEXICO,Cubero,12
NEW MEXICO,Cundiyo,10
NEW MEXICO,Cuyamungue,7
NEW MEXICO,Cuyamungue Grant,8
NEW MEXICO,Deming,13
NEW MEXICO,Dexter,9
NEW MEXICO,Dixon,7
NEW MEXICO,Dora,11
NEW MEXICO,Doña Ana,13
NEW MEXICO,East Pecos,11
NEW MEXICO,Edgewood,13
NEW MEXICO,El Duende,9
NEW MEXICO,El Rancho,10
NEW MEXICO,El Rito,12
NEW MEXICO,El Valle De Arroyo Seco,10
NEW MEXICO,Eldorado At Santa Fe,7
NEW MEXICO,Elida,10
NEW MEXICO,Encantado,9
NEW MEXICO,Ensenada,7
NEW MEXICO,Espanola,8
NEW MEXICO,Española,10
NEW MEXICO,Eunice,10
NEW MEXICO,Fairacres,12
NEW MEXICO,Farmington,7
NEW MEXICO,Faywood,11
NEW MEXICO,Flora Vista,10
NEW MEXICO,Floyd,9
NEW MEXICO,Fort Wingate,10
NEW MEXICO,Fruitland,12
NEW MEXICO,Galisteo,8
NEW MEXICO,Gallina,12
NEW MEXICO,Gallup,10
NEW MEXICO,Gamerco,11
NEW MEXICO,Gila,13
NEW MEXICO,Gila Hot Springs,10
NEW MEXICO,Glorieta,7
NEW MEXICO,Golden,10
NEW MEXICO,Golden Acres,11
NEW MEXICO,Grady,7
NEW MEXICO,Grants,9
NEW MEXICO,Hachita,7
NEW MEXICO,Hagerman,12
NEW MEXICO,Hanover,8
NEW MEXICO,Happy Valley,12
NEW MEXICO,Hatch,13
NEW MEXICO,Hernandez,7
NEW MEXICO,High Rolls,9
NEW MEXICO,Hobbs,10
NEW MEXICO,Homer C Jones,7
NEW MEXICO,Hope,12
NEW MEXICO,Hurley,7
NEW MEXICO,Hyde Park,7
NEW MEXICO,Jacona,7
NEW MEXICO,Jaconita,9
NEW MEXICO,Jal,11
NEW MEXICO,Jamestown,11
NEW MEXICO,Keeler Farm,7
NEW MEXICO,Kirtland,9
NEW MEXICO,La Boca,9
NEW MEXICO,La Cienega,13
NEW MEXICO,La Cueva,7
NEW MEXICO,La Hacienda,12
NEW MEXICO,La Huerta,12
NEW MEXICO,La Luz,8
NEW MEXICO,La Madera,7
NEW MEXICO,La Mesa,8
NEW MEXICO,La Mesilla,12
NEW MEXICO,La Plata,12
NEW MEXICO,La Puebla,7
NEW MEXICO,La Tierra,8
NEW MEXICO,La Union,8
NEW MEXICO,La Villita,7
NEW MEXICO,Laguna,13
NEW MEXICO,Lake Arthur,8
NEW MEXICO,Lake Roberts,13
NEW MEXICO,Lake Roberts Heights,10
NEW MEXICO,Lamy,12
NEW MEXICO,Las Campanas,11
NEW MEXICO,Las Cruces,13
NEW MEXICO,Las Tusas,13
NEW MEXICO,Las Vegas,13
NEW MEXICO,Lee Acres,9
NEW MEXICO,Little Walnut Village,8
NEW MEXICO,Livingston Wheeler,8
NEW MEXICO,Lobo Canyon,9
NEW MEXICO,Los Alamos,8
NEW MEXICO,Los Cerrillos,9
NEW MEXICO,Los Luceros,13
NEW MEXICO,Los Ojos,7
NEW MEXICO,Loving,10
NEW MEXICO,Lovington,13
NEW MEXICO,Madrid,10
NEW MEXICO,Malaga,12
NEW MEXICO,Mayhill,13
NEW MEXICO,Mcgaffey,11
NEW MEXICO,Medanales,8
NEW MEXICO,Melrose,11
NEW MEXICO,Mesilla,7
NEW MEXICO,Mesquite,10
NEW MEXICO,Middle Mesa,13
NEW MEXICO,Midway,7
NEW MEXICO,Milan,7
NEW MEXICO,Mimbres,8
NEW MEXICO,Monument,7
NEW MEXICO,Mora,13
NEW MEXICO,Morningside,13
NEW MEXICO,Mount Taylor,10
NEW MEXICO,Mountain View,13
NEW MEXICO,Nadine,11
NEW MEXICO,Nambe,10
NEW MEXICO,Navajo Dam,8
NEW MEXICO,Nogal,10
NEW MEXICO,North Hobbs,9
NEW MEXICO,North Hurley,11
NEW MEXICO,North Light Plant,9
NEW MEXICO,North San Ysidro,9
NEW MEXICO,Ojo Caliente,12
NEW MEXICO,Ojo Sarco,13
NEW MEXICO,Old Town,8
NEW MEXICO,Organ,7
NEW MEXICO,Pecan Park,9
NEW MEXICO,Pecos,10
NEW MEXICO,Peñasco,7
NEW MEXICO,Picacho Hills,10
NEW MEXICO,Pinehaven,10
NEW MEXICO,Pinon,7
NEW MEXICO,Pinos Altos,7
NEW MEXICO,Pojoaque,13
NEW MEXICO,Portales,10
NEW MEXICO,Prewitt,8
NEW MEXICO,Pueblo,13
NEW MEXICO,Pulpotio Bareas,11
NEW MEXICO,Purty Rock,12
NEW MEXICO,Questa,11
NEW MEXICO,Radium Springs,8
NEW MEXICO,Ramah,13
NEW MEXICO,Ranchos De Taos,12
NEW MEXICO,Red River,13
NEW MEXICO,Redrock,7
NEW MEXICO,Ribera,12
NEW MEXICO,Rincon,10
NEW MEXICO,Rio Chiquito,11
NEW MEXICO,Rio En Medio,12
NEW MEXICO,Rio Lucio,10
NEW MEXICO,Rodey,13
NEW MEXICO,Rosedale,8
NEW MEXICO,Roswell,12
NEW MEXICO,Rowe,10
NEW MEXICO,Ruidoso,13
NEW MEXICO,Ruidoso Downs,13
NEW MEXICO,Sagar,13
NEW MEXICO,Salem,8
NEW MEXICO,San Fidel,7
NEW MEXICO,San Ildefonso Pueblo,8
NEW MEXICO,San Jose,8
NEW MEXICO,San Lorenzo,11
NEW MEXICO,San Mateo,13
NEW MEXICO,San Miguel,10
NEW MEXICO,San Pablo,12
NEW MEXICO,San Pedro,11
NEW MEXICO,San Rafael,13
NEW MEXICO,San Ysidro,9
NEW MEXICO,Santa Clara,8
NEW MEXICO,Santa Cruz,9
NEW MEXICO,Santa Fe,13
NEW MEXICO,Santa Fe Foothills,11
NEW MEXICO,Santa Teresa,10
NEW MEXICO,Sena,11
NEW MEXICO,Seton Village,10
NEW MEXICO,Silver City,10
NEW MEXICO,Soham,13
NEW MEXICO,Sombrillo,7
NEW MEXICO,South River,13
NEW MEXICO,Spencerville,8
NEW MEXICO,Stanley,11
NEW MEXICO,Stoneridge,10
NEW MEXICO,Sunland Park,13
NEW MEXICO,Sunlit Hills,13
NEW MEXICO,Sunshine,11
NEW MEXICO,Talpa,11
NEW MEXICO,Tano Road,10
NEW MEXICO,Taos,12
NEW MEXICO,Taos Ski Valley,9
NEW MEXICO,Tatum,8
NEW MEXICO,Tesuque,8
NEW MEXICO,Tesuque Pueblo,12
NEW MEXICO,Texico,7
NEW MEXICO,Thoreau,12
NEW MEXICO,Thunder Mountain,7
NEW MEXICO,Tierra Amarilla,7
NEW MEXICO,Timberlake,12
NEW MEXICO,Timberon,8
NEW MEXICO,Tortugas,9
NEW MEXICO,Totah Vista,8
NEW MEXICO,Tres Arroyos,13
NEW MEXICO,Trout Valley,8
NEW MEXICO,Truchas,8
NEW MEXICO,Tse Bonito,12
NEW MEXICO,Tularosa,12
NEW MEXICO,Turley,13
NEW MEXICO,Twin Forks,13
NEW MEXICO,Tyrone,12
NEW MEXICO,Vadito,8
NEW MEXICO,Vado,9
NEW MEXICO,Valencia,7
NEW MEXICO,Valle Vista,11
NEW MEXICO,Vanderwagen,7
NEW MEXICO,Velarde,13
NEW MEXICO,Ventura,13
NEW MEXICO,Villanueva,7
NEW MEXICO,Wagon Mound,11
NEW MEXICO,Waterflow,8
NEW MEXICO,Weed,9
NEW MEXICO,West Hammond,9
NEW MEXICO,White Cliffs,7
NEW MEXICO,White Rock,11
NEW MEXICO,White Signal,13
NEW MEXICO,Williams Acres,10
NEW MEXICO,Yah-Ta-Hey,8
NEW MEXICO,Young Place,7
NEW MEXICO,Youngsville,9
NEW YORK,Accord,16
NEW YORK,Adams,15
NEW YORK,Adams Center,15
NEW YORK,Addison,14
NEW YORK,Airmont,14
NEW YORK,Akron,10
NEW YORK,Akwesasne,13
NEW YORK,Alabama,12
NEW YORK,Albany,10
NEW YORK,Albertson,13
NEW YORK,Albion,16
NEW YORK,Alden,14
NEW YORK,Alexander,15
NEW YORK,Alexandria,11
NEW YORK,Alexandria Bay,16
NEW YORK,Allegany,15
NEW YORK,Altamont,12
NEW YORK,Altmar,12
NEW YORK,Altona,15
NEW YORK,Amagansett,16
NEW YORK,Amboy,15
NEW YORK,Amenia,13
NEW YORK,Ames,10
NEW YORK,Amherst,14
NEW YORK,Amityville,13
NEW YORK,Amsterdam,11
NEW YORK,Ancram,15
NEW YORK,Angola,11
NEW YORK,Angola On The Lake,11
NEW YORK,Annsville,13
NEW YORK,Antwerp,14
NEW YORK,Apalachin,16
NEW YORK,Aquebogue,12
NEW YORK,Arcadia,10
NEW YORK,Ardsley,12
NEW YORK,Argyle,14
NEW YORK,Arkport,12
NEW YORK,Arkwright,15
NEW YORK,Arlington,15
NEW YORK,Armonk,13
NEW YORK,Asharoken,11
NEW YORK,Ashford,14
NEW YORK,Ashland,14
NEW YORK,Atlantic Beach,12
NEW YORK,Au Sable Forks,13
NEW YORK,Auburn,12
NEW YORK,Augusta,12
NEW YORK,Aurelius,14
NEW YORK,Aurora,12
NEW YORK,Ausable,11
NEW YORK,Austerlitz,12
NEW YORK,Ava,11
NEW YORK,Averill Park,14
NEW YORK,Avoca,13
NEW YORK,Avon,15
NEW YORK,Babylon,11
